Customer ID,Recency,Frequency,Monetary,Monetary Score,Recency Score,Frequency Score,RFM Score,Segment
12396.0,311,1,931.4300000000001,3,1,1,113,Churn Risk Customers
12399.0,22,3,853.65,3,4,3,433,Potential Loyalists
12400.0,51,1,205.25,1,3,1,311,Churn Risk Customers
12402.0,29,5,1031.3000000000002,4,4,4,444,Loyal Customers
12403.0,158,1,591.6600000000001,3,2,1,213,Churn Risk Customers
12404.0,319,1,63.24,1,1,1,111,Churn Risk Customers
12406.0,36,3,2975.0599999999995,5,4,3,435,Potential Loyalists
12408.0,22,3,1452.2199999999998,4,4,3,434,Potential Loyalists
12409.0,57,4,12346.619999999999,5,3,4,345,Loyal Customers
12410.0,139,1,320.38,2,2,1,212,Churn Risk Customers
12411.0,46,1,346.9,2,3,1,312,Churn Risk Customers
12412.0,39,3,1370.0500000000002,4,3,3,334,Potential Loyalists
12413.0,39,1,241.35,1,3,1,311,Churn Risk Customers
12414.0,100,3,390.0,2,2,3,232,Churn Risk Customers
12415.0,12,7,19543.84,5,5,5,555,High-Value Customers
12416.0,293,1,202.56,1,1,1,111,Churn Risk Customers
12417.0,47,11,3167.81,5,3,5,355,Loyal Customers
12418.0,50,3,1352.62,4,3,3,334,Potential Loyalists
12419.0,22,2,503.01,2,4,2,422,New Customers
12421.0,52,2,291.56,2,3,2,322,Churn Risk Customers
12422.0,31,14,4428.24,5,4,5,455,Loyal Customers
12423.0,24,2,763.08,3,4,2,423,New Customers
12424.0,59,2,1579.0700000000006,4,3,2,324,Churn Risk Customers
12425.0,85,1,964.2099999999999,3,2,1,213,Churn Risk Customers
12426.0,299,1,762.4800000000002,3,1,1,113,Churn Risk Customers
12427.0,8,1,303.5,2,5,1,512,New Customers
12429.0,2,5,3735.5099999999998,5,5,4,545,High-Value Customers
12431.0,10,13,4370.52,5,5,5,555,High-Value Customers
12433.0,3,5,7205.389999999999,5,5,4,545,High-Value Customers
12434.0,18,1,297.29,2,4,1,412,New Customers
12435.0,33,4,6096.040000000001,5,4,4,445,Loyal Customers
12437.0,32,21,7731.99,5,4,5,455,Loyal Customers
12439.0,319,2,1158.18,4,1,2,124,Churn Risk Customers
12440.0,99,2,859.1999999999999,3,2,2,223,Churn Risk Customers
12441.0,3,1,173.55,1,5,1,511,New Customers
12443.0,369,1,485.31,2,1,1,112,Churn Risk Customers
12445.0,57,1,301.58000000000004,2,3,1,312,Churn Risk Customers
12449.0,47,2,768.6,3,3,2,323,Churn Risk Customers
12450.0,36,3,490.32,2,4,3,432,Potential Loyalists
12451.0,100,3,3634.3599999999997,5,2,3,235,Churn Risk Customers
12454.0,32,4,13151.439999999999,5,4,4,445,Loyal Customers
12455.0,82,4,3413.09,5,2,4,245,Churn Risk Customers
12457.0,72,1,632.68,3,3,1,313,Churn Risk Customers
12458.0,64,2,830.09,3,3,2,323,Churn Risk Customers
12459.0,242,1,454.3599999999999,2,1,1,112,Churn Risk Customers
12460.0,93,1,326.65,2,2,1,212,Churn Risk Customers
12466.0,319,1,56.73,1,1,1,111,Churn Risk Customers
12467.0,60,1,132.8,1,3,1,311,Churn Risk Customers
12468.0,163,3,2941.2,5,2,3,235,Churn Risk Customers
12469.0,159,2,3070.54,5,2,2,225,Churn Risk Customers
12470.0,326,1,211.95,1,1,1,111,Churn Risk Customers
12471.0,11,49,20139.739999999998,5,5,5,555,High-Value Customers
12472.0,6,13,11308.48,5,5,5,555,High-Value Customers
12474.0,15,13,5048.66,5,5,5,555,High-Value Customers
12475.0,46,1,426.26,2,3,1,312,Churn Risk Customers
12476.0,33,12,7298.99,5,4,5,455,Loyal Customers
12477.0,36,3,7056.629999999999,5,4,3,435,Potential Loyalists
12480.0,36,3,2183.2200000000003,5,4,3,435,Potential Loyalists
12481.0,2,6,6765.07,5,5,4,545,High-Value Customers
12482.0,213,29,23691.4,5,1,5,155,Churn Risk Customers
12483.0,15,11,2635.6000000000004,5,5,5,555,High-Value Customers
12484.0,120,6,1828.4299999999998,4,2,4,244,Churn Risk Customers
12485.0,166,1,708.1000000000001,3,2,1,213,Churn Risk Customers
12486.0,68,1,1037.2800000000002,4,3,1,314,Churn Risk Customers
12487.0,367,1,285.29999999999995,2,1,1,112,Churn Risk Customers
12490.0,15,11,4405.709999999999,5,5,5,555,High-Value Customers
12492.0,40,1,452.00000000000006,2,3,1,312,Churn Risk Customers
12494.0,2,3,626.77,3,5,3,533,Potential Loyalists
12495.0,277,1,357.4,2,1,1,112,Churn Risk Customers
12496.0,257,2,54.09,1,1,2,121,Churn Risk Customers
12497.0,37,2,5205.400000000001,5,4,2,425,New Customers
12499.0,197,1,393.71999999999997,2,1,1,112,Churn Risk Customers
12500.0,72,8,1697.39,4,3,5,354,Loyal Customers
12503.0,221,1,1126.0,4,1,1,114,Churn Risk Customers
12504.0,54,2,297.00000000000006,2,3,2,322,Churn Risk Customers
12505.0,45,1,955.1999999999999,3,3,1,313,Churn Risk Customers
12507.0,221,1,539.25,3,1,1,113,Churn Risk Customers
12510.0,96,7,4195.450000000001,5,2,5,255,Churn Risk Customers
12511.0,65,1,3084.0200000000004,5,3,1,315,Churn Risk Customers
12514.0,278,1,580.0799999999999,3,1,1,113,Churn Risk Customers
12516.0,67,2,1336.56,4,3,2,324,Churn Risk Customers
12519.0,113,1,385.7,2,2,1,212,Churn Risk Customers
12523.0,11,12,2582.38,5,5,5,555,High-Value Customers
12524.0,25,9,6640.389999999999,5,4,5,455,Loyal Customers
12525.0,135,3,973.7300000000001,3,2,3,233,Churn Risk Customers
12527.0,131,2,386.8,2,2,2,222,Churn Risk Customers
12529.0,165,1,316.47999999999996,2,2,1,212,Churn Risk Customers
12530.0,52,5,2096.98,4,3,4,344,Loyal Customers
12531.0,323,1,1807.9799999999996,4,1,1,114,Churn Risk Customers
12533.0,264,2,1367.89,4,1,2,124,Churn Risk Customers
12537.0,45,1,732.94,3,3,1,313,Churn Risk Customers
12538.0,15,1,276.5,2,5,1,512,New Customers
12539.0,87,3,5646.4,5,2,3,235,Churn Risk Customers
12540.0,15,16,8854.25,5,5,5,555,High-Value Customers
12542.0,121,2,481.88,2,2,2,222,Churn Risk Customers
12543.0,85,1,980.25,3,2,1,213,Churn Risk Customers
12547.0,137,1,175.77999999999997,1,2,1,211,Churn Risk Customers
12549.0,212,6,1575.6799999999998,4,1,4,144,Churn Risk Customers
12553.0,22,2,916.47,3,4,2,423,New Customers
12554.0,85,1,468.5,2,2,1,212,Churn Risk Customers
12555.0,319,1,129.23,1,1,1,111,Churn Risk Customers
12557.0,8,4,6725.18,5,5,4,545,High-Value Customers
12562.0,22,2,1185.18,4,4,2,424,New Customers
12563.0,45,1,249.24,1,3,1,311,Churn Risk Customers
12567.0,4,7,4308.58,5,5,5,555,High-Value Customers
12568.0,281,1,70.0,1,1,1,111,Churn Risk Customers
12570.0,319,1,77.52,1,1,1,111,Churn Risk Customers
12573.0,18,4,556.8700000000001,3,4,4,443,Potential Loyalists
12575.0,94,2,622.8199999999999,3,2,2,223,Churn Risk Customers
12576.0,29,3,826.8900000000001,3,4,3,433,Potential Loyalists
12577.0,18,5,995.95,4,4,4,444,Loyal Customers
12578.0,22,2,1847.9400000000003,4,4,2,424,New Customers
12580.0,213,1,637.2,3,1,1,113,Churn Risk Customers
12582.0,59,2,1469.04,4,3,2,324,Churn Risk Customers
12583.0,10,13,7166.0599999999995,5,5,5,555,High-Value Customers
12586.0,11,3,1865.73,4,5,3,534,Potential Loyalists
12588.0,36,3,743.8800000000001,3,4,3,433,Potential Loyalists
12589.0,58,6,4048.9799999999996,5,3,4,345,Loyal Customers
12591.0,27,2,899.3,3,4,2,423,New Customers
12592.0,156,3,2145.0599999999995,4,2,3,234,Churn Risk Customers
12594.0,15,5,1751.8899999999999,4,5,4,544,High-Value Customers
12595.0,141,1,299.02000000000004,2,2,1,212,Churn Risk Customers
12598.0,100,3,1511.0100000000002,4,2,3,234,Churn Risk Customers
12599.0,18,6,1264.1399999999999,4,4,4,444,Loyal Customers
12600.0,8,12,2444.88,5,5,5,555,High-Value Customers
12601.0,41,1,104.2,1,3,1,311,Churn Risk Customers
12605.0,13,4,1232.95,4,5,4,544,High-Value Customers
12606.0,319,1,21.0,1,1,1,111,Churn Risk Customers
12608.0,41,1,415.78999999999996,2,3,1,312,Churn Risk Customers
12609.0,11,6,2309.0099999999998,5,5,4,545,High-Value Customers
12613.0,25,5,3490.69,5,4,4,445,Loyal Customers
12615.0,50,4,3449.79,5,3,4,345,Loyal Customers
12616.0,25,1,417.79999999999995,2,4,1,412,New Customers
12619.0,197,1,140.14,1,1,1,111,Churn Risk Customers
12621.0,2,16,11086.14,5,5,5,555,High-Value Customers
12623.0,53,6,3442.74,5,3,4,345,Loyal Customers
12625.0,146,2,2481.06,5,2,2,225,Churn Risk Customers
12629.0,22,2,1558.2199999999998,4,4,2,424,New Customers
12631.0,93,5,2841.07,5,2,4,245,Churn Risk Customers
12632.0,157,2,804.88,3,2,2,223,Churn Risk Customers
12633.0,19,3,3514.18,5,4,3,435,Potential Loyalists
12634.0,172,2,490.0,2,2,2,222,Churn Risk Customers
12635.0,29,2,1241.23,4,4,2,424,New Customers
12636.0,375,1,141.0,1,1,1,111,Churn Risk Customers
12637.0,15,4,2318.41,5,5,4,545,High-Value Customers
12638.0,276,1,249.8,1,1,1,111,Churn Risk Customers
12639.0,71,2,826.2700000000001,3,3,2,323,Churn Risk Customers
12643.0,22,6,5005.78,5,4,4,445,Loyal Customers
12644.0,67,3,1440.5800000000002,4,3,3,334,Potential Loyalists
12645.0,46,4,1764.1200000000001,4,3,4,344,Loyal Customers
12647.0,4,27,14201.53,5,5,5,555,High-Value Customers
12648.0,74,3,793.95,3,2,3,233,Churn Risk Customers
12649.0,19,5,1671.1400000000003,4,4,4,444,Loyal Customers
12651.0,15,3,263.75,2,5,3,532,Potential Loyalists
12652.0,71,1,97.05000000000001,1,3,1,311,Churn Risk Customers
12653.0,163,1,1950.98,4,2,1,214,Churn Risk Customers
12655.0,60,1,261.35,2,3,1,312,Churn Risk Customers
12656.0,62,3,2356.66,5,3,3,335,Potential Loyalists
12661.0,73,1,162.00000000000003,1,2,1,211,Churn Risk Customers
12662.0,10,10,3138.2400000000002,5,5,5,555,High-Value Customers
12663.0,261,2,239.4,1,1,2,121,Churn Risk Customers
12664.0,151,2,1188.16,4,2,2,224,Churn Risk Customers
12665.0,54,2,250.6,1,3,2,321,Churn Risk Customers
12666.0,31,1,1248.42,4,4,1,414,New Customers
12668.0,15,6,7637.530000000001,5,5,4,545,High-Value Customers
12670.0,22,2,764.24,3,4,2,423,New Customers
12671.0,243,1,2622.481,5,1,1,115,Churn Risk Customers
12672.0,232,1,211.15000000000003,1,1,1,111,Churn Risk Customers
12673.0,38,1,619.5,3,3,1,313,Churn Risk Customers
12675.0,190,2,958.5000000000001,3,1,2,123,Churn Risk Customers
12676.0,45,5,1511.7,4,3,4,344,Loyal Customers
12677.0,192,2,395.1,2,1,2,122,Churn Risk Customers
12678.0,12,9,16652.72,5,5,5,555,High-Value Customers
12681.0,4,24,17080.739999999998,5,5,5,555,High-Value Customers
12682.0,2,23,11745.69,5,5,5,555,High-Value Customers
12683.0,2,8,4220.21,5,5,5,555,High-Value Customers
12686.0,8,1,89.14,1,5,1,511,New Customers
12687.0,117,2,2138.9099999999994,4,2,2,224,Churn Risk Customers
12691.0,57,1,134.6,1,3,1,311,Churn Risk Customers
12692.0,274,1,110.95,1,1,1,111,Churn Risk Customers
12693.0,33,3,847.1099999999999,3,4,3,433,Potential Loyalists
12694.0,58,1,973.68,3,3,1,313,Churn Risk Customers
12695.0,165,3,825.02,3,2,3,233,Churn Risk Customers
12696.0,71,2,851.91,3,3,2,323,Churn Risk Customers
12698.0,227,1,339.75,2,1,1,112,Churn Risk Customers
12699.0,54,1,638.11,3,3,1,313,Churn Risk Customers
12701.0,166,4,1648.7,4,2,4,244,Churn Risk Customers
12703.0,270,3,722.9799999999999,3,1,3,133,Churn Risk Customers
12705.0,20,5,4893.81,5,4,4,445,Loyal Customers
12708.0,5,9,2601.19,5,5,5,555,High-Value Customers
12709.0,3,20,21356.82,5,5,5,555,High-Value Customers
12711.0,248,2,1339.0499999999997,4,1,2,124,Churn Risk Customers
12712.0,2,10,2797.53,5,5,5,555,High-Value Customers
12714.0,25,7,9384.85,5,4,5,455,Loyal Customers
12717.0,227,1,277.93,2,1,1,112,Churn Risk Customers
12720.0,6,6,2478.9399999999996,5,5,4,545,High-Value Customers
12721.0,22,2,1356.95,4,4,2,424,New Customers
12724.0,20,3,1286.1100000000001,4,4,3,434,Potential Loyalists
12725.0,8,4,2266.7599999999998,5,5,4,545,High-Value Customers
12726.0,24,4,1405.5000000000002,4,4,4,444,Loyal Customers
12727.0,79,3,1698.8300000000002,4,2,3,234,Churn Risk Customers
12728.0,20,1,233.84,1,4,1,411,New Customers
12730.0,158,1,829.2500000000001,3,2,1,213,Churn Risk Customers
12731.0,79,5,6879.800000000001,5,2,4,245,Churn Risk Customers
12733.0,26,3,2040.92,4,4,3,434,Potential Loyalists
12734.0,11,2,529.25,3,5,2,523,New Customers
12737.0,135,2,3710.5,5,2,2,225,Churn Risk Customers
12738.0,9,1,155.35,1,5,1,511,New Customers
12739.0,22,2,1713.69,4,4,2,424,New Customers
12741.0,166,2,406.07,2,2,2,222,Churn Risk Customers
12742.0,262,1,1201.5200000000002,4,1,1,114,Churn Risk Customers
12744.0,96,4,4037.769999999999,5,2,4,245,Churn Risk Customers
12745.0,123,3,925.4100000000001,3,2,3,233,Churn Risk Customers
12746.0,177,1,254.55,2,2,1,212,Churn Risk Customers
12747.0,6,16,5080.530000000001,5,5,5,555,High-Value Customers
12748.0,2,144,22879.66,5,5,5,555,High-Value Customers
12749.0,36,4,2806.4800000000005,5,4,4,445,Loyal Customers
12751.0,81,1,268.27,2,2,1,212,Churn Risk Customers
12755.0,2,10,5218.71,5,5,5,555,High-Value Customers
12758.0,96,5,7111.65,5,2,4,245,Churn Risk Customers
12759.0,23,5,3489.3,5,4,4,445,Loyal Customers
12760.0,92,1,347.8,2,2,1,212,Churn Risk Customers
12761.0,94,2,782.9499999999999,3,2,2,223,Churn Risk Customers
12763.0,6,1,320.08000000000004,2,5,1,512,New Customers
12765.0,109,6,1404.58,4,2,4,244,Churn Risk Customers
12766.0,3,3,3078.6499999999996,5,5,3,535,Potential Loyalists
12767.0,12,1,949.82,3,5,1,513,New Customers
12768.0,87,1,168.69000000000003,1,2,1,211,Churn Risk Customers
12770.0,93,1,1895.0,4,2,1,214,Churn Risk Customers
12771.0,122,1,282.3,2,2,1,212,Churn Risk Customers
12773.0,201,1,124.25,1,1,1,111,Churn Risk Customers
12774.0,172,1,98.7,1,2,1,211,Churn Risk Customers
12775.0,25,2,300.08,2,4,2,422,New Customers
12776.0,304,1,55.5,1,1,1,111,Churn Risk Customers
12777.0,94,1,519.45,3,2,1,213,Churn Risk Customers
12778.0,33,3,953.45,3,4,3,433,Potential Loyalists
12779.0,8,7,2740.91,5,5,5,555,High-Value Customers
12780.0,235,1,337.3999999999999,2,1,1,112,Churn Risk Customers
12782.0,11,6,2287.32,5,5,4,545,High-Value Customers
12784.0,166,1,1230.3300000000002,4,2,1,214,Churn Risk Customers
12785.0,172,2,788.45,3,2,2,223,Churn Risk Customers
12786.0,246,1,728.5000000000001,3,1,1,113,Churn Risk Customers
12787.0,50,1,398.52,2,3,1,312,Churn Risk Customers
12788.0,100,4,444.9,2,2,4,242,Churn Risk Customers
12789.0,149,2,181.5,1,2,2,221,Churn Risk Customers
12790.0,47,1,266.92999999999995,2,3,1,312,Churn Risk Customers
12791.0,10,6,863.5100000000001,3,5,4,543,Potential Loyalists
12792.0,171,1,426.46999999999997,2,2,1,212,Churn Risk Customers
12793.0,8,2,471.85,2,5,2,522,New Customers
12796.0,265,1,381.0,2,1,1,112,Churn Risk Customers
12797.0,2,2,552.08,3,5,2,523,New Customers
12798.0,58,1,1533.8899999999999,4,3,1,314,Churn Risk Customers
12799.0,166,1,219.35000000000002,1,2,1,211,Churn Risk Customers
12800.0,107,3,584.25,3,2,3,233,Churn Risk Customers
12801.0,137,1,1071.8200000000002,4,2,1,214,Churn Risk Customers
12802.0,79,6,1988.84,4,2,4,244,Churn Risk Customers
12803.0,30,1,1092.8100000000002,4,4,1,414,New Customers
12804.0,102,2,327.02,2,2,2,222,Churn Risk Customers
12805.0,18,4,1434.9499999999998,4,4,4,444,Loyal Customers
12806.0,72,4,2878.96,5,3,4,345,Loyal Customers
12807.0,20,1,330.35,2,4,1,412,New Customers
12808.0,5,3,422.45000000000005,2,5,3,532,Potential Loyalists
12809.0,202,2,1266.63,4,1,2,124,Churn Risk Customers
12810.0,171,2,534.99,3,2,2,223,Churn Risk Customers
12811.0,15,2,519.05,3,5,2,523,New Customers
12813.0,138,3,1687.8,4,2,3,234,Churn Risk Customers
12817.0,36,2,524.94,3,4,2,423,New Customers
12819.0,95,1,540.52,3,2,1,213,Churn Risk Customers
12820.0,34,7,1747.18,4,4,5,454,Loyal Customers
12821.0,248,1,128.08,1,1,1,111,Churn Risk Customers
12823.0,31,13,4742.0,5,4,5,455,Loyal Customers
12825.0,158,2,518.63,3,2,2,223,Churn Risk Customers
12826.0,2,6,1481.0300000000002,4,5,4,544,High-Value Customers
12829.0,187,1,92.30000000000001,1,1,1,111,Churn Risk Customers
12831.0,100,2,236.06,1,2,2,221,Churn Risk Customers
12835.0,64,41,6043.31,5,3,5,355,Loyal Customers
12836.0,26,11,3972.76,5,4,5,455,Loyal Customers
12837.0,206,1,554.3100000000001,3,1,1,113,Churn Risk Customers
12838.0,10,9,2715.35,5,5,5,555,High-Value Customers
12839.0,4,13,4480.3099999999995,5,5,5,555,High-Value Customers
12840.0,74,3,1315.1999999999998,4,2,3,234,Churn Risk Customers
12841.0,6,17,3518.33,5,5,5,555,High-Value Customers
12842.0,41,2,799.0000000000002,3,3,2,323,Churn Risk Customers
12843.0,19,22,4886.15,5,4,5,455,Loyal Customers
12844.0,79,2,322.64,2,2,2,222,Churn Risk Customers
12846.0,319,1,15.58,1,1,1,111,Churn Risk Customers
12847.0,24,1,765.36,3,4,1,413,New Customers
12848.0,312,1,208.0,1,1,1,111,Churn Risk Customers
12849.0,18,4,2039.67,4,4,4,444,Loyal Customers
12850.0,82,1,330.0,2,2,1,212,Churn Risk Customers
12851.0,114,1,148.95,1,2,1,211,Churn Risk Customers
12853.0,64,5,1950.4,4,3,4,344,Loyal Customers
12854.0,198,4,1669.52,4,1,4,144,Churn Risk Customers
12855.0,9,4,612.8400000000001,3,5,4,543,Potential Loyalists
12857.0,73,4,2581.6,5,2,4,245,Churn Risk Customers
12858.0,20,1,177.92,1,4,1,411,New Customers
12859.0,95,1,575.0999999999999,3,2,1,213,Churn Risk Customers
12860.0,330,1,55.47,1,1,1,111,Churn Risk Customers
12861.0,256,1,68.25,1,1,1,111,Churn Risk Customers
12862.0,62,2,1008.32,4,3,2,324,Churn Risk Customers
12863.0,16,5,2271.35,5,5,4,545,High-Value Customers
12864.0,145,1,152.45,1,2,1,211,Churn Risk Customers
12865.0,15,2,1755.24,4,5,2,524,New Customers
12866.0,111,2,668.2299999999999,3,2,2,223,Churn Risk Customers
12867.0,34,6,3876.4700000000003,5,4,4,445,Loyal Customers
12868.0,10,3,640.0000000000001,3,5,3,533,Potential Loyalists
12869.0,318,1,337.6700000000001,2,1,1,112,Churn Risk Customers
12870.0,12,3,1676.9500000000003,4,5,3,534,Potential Loyalists
12871.0,76,1,363.38,2,2,1,212,Churn Risk Customers
12872.0,2,11,3085.52,5,5,5,555,High-Value Customers
12873.0,34,2,1653.3000000000004,4,4,2,424,New Customers
12874.0,22,2,948.42,3,4,2,423,New Customers
12875.0,108,3,1013.76,4,2,3,234,Churn Risk Customers
12876.0,31,2,1863.77,4,4,2,424,New Customers
12877.0,38,8,1419.4,4,3,5,354,Loyal Customers
12880.0,18,2,640.13,3,4,2,423,New Customers
12887.0,20,1,222.4,1,4,1,411,New Customers
12889.0,18,4,385.46000000000004,2,4,4,442,Potential Loyalists
12890.0,24,1,336.79999999999995,2,4,1,412,New Customers
12891.0,95,8,509.5,3,2,5,253,Churn Risk Customers
12892.0,33,1,263.38,2,4,1,412,New Customers
12894.0,212,1,157.35,1,1,1,111,Churn Risk Customers
12897.0,18,2,297.75,2,4,2,422,New Customers
12898.0,100,2,310.96,2,2,2,222,Churn Risk Customers
12899.0,50,1,366.4,2,3,1,312,Churn Risk Customers
12900.0,59,1,340.33000000000004,2,3,1,312,Churn Risk Customers
12903.0,65,1,833.5300000000001,3,3,1,313,Churn Risk Customers
12905.0,213,2,1018.42,4,1,2,124,Churn Risk Customers
12907.0,32,2,508.90999999999997,3,4,2,423,New Customers
12908.0,17,3,1026.0,4,4,3,434,Potential Loyalists
12909.0,61,3,924.52,3,3,3,333,Potential Loyalists
12910.0,16,5,2721.48,5,5,4,545,High-Value Customers
12911.0,188,1,1680.4699999999998,4,1,1,114,Churn Risk Customers
12913.0,5,9,4217.230000000001,5,5,5,555,High-Value Customers
12914.0,37,1,223.98,1,4,1,411,New Customers
12915.0,9,3,811.1000000000001,3,5,3,533,Potential Loyalists
12916.0,79,3,1647.8699999999997,4,2,3,234,Churn Risk Customers
12917.0,37,5,3765.2,5,4,4,445,Loyal Customers
12918.0,263,1,10953.5,5,1,1,115,Churn Risk Customers
12920.0,208,3,323.86,2,1,3,132,Churn Risk Customers
12921.0,3,39,19333.949999999997,5,5,5,555,High-Value Customers
12923.0,27,2,612.9,3,4,2,423,New Customers
12924.0,30,8,1535.7,4,4,5,454,Loyal Customers
12925.0,229,1,35.28,1,1,1,111,Churn Risk Customers
12926.0,48,4,1548.46,4,3,4,344,Loyal Customers
12927.0,31,1,197.31,1,4,1,411,New Customers
12928.0,15,7,2242.19,5,5,5,555,High-Value Customers
12931.0,17,42,50291.38,5,4,5,455,Loyal Customers
12932.0,176,8,1698.56,4,2,5,254,Churn Risk Customers
12933.0,17,5,1079.5000000000002,4,4,4,444,Loyal Customers
12934.0,373,1,181.65,1,1,1,111,Churn Risk Customers
12935.0,12,8,2083.16,4,5,5,554,High-Value Customers
12937.0,100,5,1593.34,4,2,4,244,Churn Risk Customers
12939.0,16,12,13683.0,5,5,5,555,High-Value Customers
12941.0,361,1,377.49000000000007,2,1,1,112,Churn Risk Customers
12942.0,2,1,258.75,2,5,1,512,New Customers
12943.0,195,2,496.5,2,1,2,122,Churn Risk Customers
12945.0,293,1,437.16,2,1,1,112,Churn Risk Customers
12946.0,73,1,324.45,2,2,1,212,Churn Risk Customers
12947.0,10,1,304.03999999999996,2,5,1,512,New Customers
12948.0,367,2,252.48000000000002,1,1,2,121,Churn Risk Customers
12949.0,19,14,11359.48,5,4,5,455,Loyal Customers
12951.0,23,9,2149.65,5,4,5,455,Loyal Customers
12953.0,159,1,498.96,2,2,1,212,Churn Risk Customers
12954.0,275,1,162.45,1,1,1,111,Churn Risk Customers
12956.0,321,3,413.82,2,1,3,132,Churn Risk Customers
12957.0,178,5,4689.43,5,1,4,145,Churn Risk Customers
12958.0,37,2,539.49,3,4,2,423,New Customers
12959.0,121,1,150.95,1,2,1,211,Churn Risk Customers
12960.0,50,4,1322.0700000000004,4,3,4,344,Loyal Customers
12961.0,16,1,211.99,1,5,1,511,New Customers
12963.0,2,5,1744.96,4,5,4,544,High-Value Customers
12964.0,74,1,132.23999999999998,1,2,1,211,Churn Risk Customers
12967.0,8,2,2646.0199999999995,5,5,2,525,New Customers
12969.0,239,1,122.45,1,1,1,111,Churn Risk Customers
12970.0,17,6,1072.73,4,4,4,444,Loyal Customers
12971.0,3,33,4782.880000000001,5,5,5,555,High-Value Customers
12972.0,50,4,1161.2,4,3,4,344,Loyal Customers
12973.0,50,1,385.55,2,3,1,312,Churn Risk Customers
12974.0,202,1,264.15,2,1,1,112,Churn Risk Customers
12975.0,73,6,2100.09,4,2,4,244,Churn Risk Customers
12976.0,15,7,2417.7800000000007,5,5,5,555,High-Value Customers
12977.0,138,3,478.39,2,2,3,232,Churn Risk Customers
12978.0,22,5,2502.8199999999997,5,4,4,445,Loyal Customers
12979.0,366,1,517.7,3,1,1,113,Churn Risk Customers
12980.0,23,12,8870.880000000001,5,4,5,455,Loyal Customers
12982.0,31,7,2354.2700000000004,5,4,5,455,Loyal Customers
12983.0,235,1,490.08000000000004,2,1,1,112,Churn Risk Customers
12986.0,65,10,2729.84,5,3,5,355,Loyal Customers
12987.0,57,3,753.51,3,3,3,333,Potential Loyalists
12989.0,61,18,6627.64,5,3,5,355,Loyal Customers
12990.0,54,4,546.0,3,3,4,343,Potential Loyalists
12991.0,26,1,261.05999999999995,2,4,1,412,New Customers
12992.0,362,1,93.35000000000001,1,1,1,111,Churn Risk Customers
12993.0,82,4,844.87,3,2,4,243,Churn Risk Customers
12996.0,12,1,355.5,2,5,1,512,New Customers
12997.0,31,4,884.02,3,4,4,443,Potential Loyalists
12998.0,129,3,920.0799999999999,3,2,3,233,Churn Risk Customers
13000.0,362,1,497.6500000000001,2,1,1,112,Churn Risk Customers
13001.0,41,20,14353.279999999999,5,3,5,355,Loyal Customers
13002.0,53,2,293.18,2,3,2,322,Churn Risk Customers
13004.0,23,18,5994.9400000000005,5,4,5,455,Loyal Customers
13005.0,68,2,485.98,2,3,2,322,Churn Risk Customers
13007.0,216,1,175.25,1,1,1,111,Churn Risk Customers
